"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"980",504379,"Juan Nicasio","1084","90.41","0.272","0.129","0.380","0.401","0.339","0.303","0.232","55","202","83.9","14.6","2063","93.2","92.48","124","468","487","-0.7","6.00"
"814",592665,"Addison Reed","954","85.32","0.250","0.120","0.319","0.370","0.301","0.267","0.215","48","192","85.5","15.2","2063","91.3","92.12","81","390","406","0.8","6.90"
"626",592804,"Tyler Thornburg","646","96.90","0.231","0.192","0.250","0.423","0.312","0.330","0.263","30","130","89.1","15.0","2063","87.3","86.64","64","298","319","-0.7","5.96"
"938",501625,"Jose Alvarez","1015","92.41","0.241","0.116","0.291","0.357","0.299","0.291","0.234","58","241","84.3","8.1","2063","86.7","86.31","109","450","469","-0.4","6.39"
"419",518771,"Mitch Harris","436","96.10","0.284","0.127","0.294","0.412","0.344","0.341","0.259","29","102","86.3","12.1","2062","91.9","91.87","40","219","198","0.0","6.32"
"647",605232,"Brandon Finnegan","751","86.15","0.209","0.176","0.238","0.385","0.298","0.324","0.236","31","148","85.3","7.6","2060","91.1","89.96","64","280","365","-1.1","5.85"
"45",475138,"Kyle Drabek","90","50.00","0.154","0.000","0.182","0.154","0.213","0.424","0.270","2","13","84.5","19.7","2059","87.6","86.70","7","24","21","-0.9","5.91"
"1151",571527,"David Buchanan","1230","93.58","0.349","0.214","0.378","0.563","0.413","0.372","0.311","106","304","87.8","9.2","2055","86.7","85.26","91","551","591","-1.4","5.54"
"105",580792,"Nick Goody","122","86.07","0.278","0.167","0.333","0.444","0.380","0.281","0.184","5","18","87.5","12.5","2053","87.8","87.26","10","51","52","-0.5","6.19"
"2778",502043,"Kyle Gibson","3235","85.87","0.248","0.119","0.281","0.367","0.302","0.318","0.257","156","630","86.2","3.4","2052","89.4","89.15","273","1272","1474","-0.2","6.28"
"2239",450308,"Jered Weaver","2453","91.28","0.266","0.191","0.276","0.457","0.333","0.314","0.245","148","556","85.2","17.4","2052","77.9","77.80","206","1002","1204","-0.1","6.46"
"508",425657,"Javier Lopez","549","92.53","0.152","0.080","0.182","0.232","0.226","0.244","0.188","19","125","84.7","-1.9","2052","82.9","82.85","49","227","264","0.0","6.52"
"679",641627,"Trevor Gott","728","93.27","0.226","0.065","0.252","0.292","0.263","0.280","0.229","38","168","84.7","2.4","2050","94.3","93.06","45","300","367","-1.2","5.83"
"512",346793,"Jeremy Affeldt","563","90.94","0.288","0.144","0.310","0.432","0.349","0.357","0.292","40","139","89.9","4.9","2050","86.9","85.27","33","221","280","-1.6","5.47"
"1069",548357,"Christian Bergman","1120","95.45","0.307","0.182","0.332","0.489","0.354","0.330","0.282","81","264","87.1","13.5","2049","86.8","85.23","78","534","529","-1.6","5.34"
"1119",446321,"Ross Detwiler","1169","95.72","0.330","0.215","0.358","0.545","0.414","0.364","0.271","77","233","85.1","8.7","2049","89.7","87.91","91","497","613","-1.8","5.24"
"682",434442,"J.P. Howell","757","90.09","0.280","0.076","0.336","0.357","0.310","0.278","0.232","44","157","84.7","2.3","2048","84.8","83.12","66","283","392","-1.7","5.27"
"194",276514,"Kevin Gregg","213","91.08","0.268","0.220","0.333","0.488","0.355","0.383","0.277","11","41","86.9","15.3","2047","89.3","89.01","20","97","96","-0.3","6.28"
"929",518617,"Jake Diekman","1097","84.69","0.257","0.120","0.333","0.377","0.332","0.305","0.221","49","191","86.7","6.8","2046","95.0","94.36","116","432","492","-0.6","6.21"
"2347",425386,"Jeremy Guthrie","2477","94.75","0.309","0.202","0.316","0.511","0.373","0.368","0.300","180","583","87.2","14.9","2045","88.3","87.10","167","1098","1234","-1.2","5.72"
"632",346847,"Joe Beimel","699","90.41","0.298","0.159","0.300","0.457","0.351","0.356","0.282","45","151","86.0","13.1","2045","85.4","84.54","46","293","324","-0.9","6.07"
"377",468504,"Jhoulys Chacin","426","88.50","0.236","0.169","0.246","0.404","0.314","0.404","0.304","21","89","90.4","8.7","2045","86.2","85.39","33","154","223","-0.8","5.72"
"909",544928,"Tyler Lyons","959","94.79","0.262","0.213","0.295","0.475","0.331","0.336","0.265","58","221","85.2","14.0","2045","86.4","85.32","88","418","482","-1.1","5.59"
"484",543903,"Allen Webster","517","93.62","0.273","0.327","0.235","0.600","0.412","0.379","0.260","30","110","88.1","7.9","2045","89.4","89.64","51","221","256","0.2","6.36"
"812",430599,"Joe Blanton","1152","70.49","0.271","0.171","0.318","0.442","0.325","0.330","0.274","54","199","88.6","10.8","2044","88.3","87.42","95","402","390","-0.9","5.84"
"2107",592789,"Noah Syndergaard","2380","88.53","0.230","0.143","0.294","0.374","0.281","0.261","0.214","114","495","84.7","11.0","2043","92.7","93.25","269","983","1101","0.5","6.91"
"371",474284,"Cory Rasmus","377","98.41","0.203","0.189","0.273","0.392","0.310","0.307","0.199","15","74","86.5","20.6","2042","86.4","85.88","54","162","199","-0.5","6.12"
"417",502578,"Aaron Barrett","478","87.24","0.242","0.063","0.348","0.305","0.280","0.288","0.227","23","95","85.8","11.7","2040","91.7","90.57","52","196","216","-1.1","5.80"
"575",150116,"Randy Wolf","624","92.15","0.326","0.225","0.366","0.550","0.405","0.381","0.306","42","129","88.2","14.5","2040","83.3","82.49","40","265","306","-0.8","5.73"
"182",594815,"Jeff Ferrell","184","98.91","0.273","0.250","0.250","0.523","0.359","0.371","0.299","12","44","90.4","18.2","2039","89.2","89.62","18","91","91","0.4","6.55"
"93",400089,"Rafael Soriano","107","86.92","0.364","0.409","0.353","0.773","0.485","0.369","0.319","8","22","87.9","14.4","2038","88.4","89.03","10","51","42","0.6","6.74"
"444",407908,"Joel Peralta","482","92.12","0.257","0.200","0.269","0.457","0.332","0.336","0.256","27","105","86.4","19.8","2037","85.0","82.64","39","220","216","-2.4","4.93"
"764",518927,"Tommy Layne","799","95.62","0.228","0.090","0.288","0.317","0.301","0.300","0.224","38","167","83.4","4.3","2036","88.0","85.36","68","309","446","-2.6","4.92"
"991",596064,"Henry Owens","1058","93.67","0.261","0.148","0.298","0.409","0.321","0.334","0.248","60","230","86.6","18.8","2035","84.5","84.72","125","480","506","0.2","6.59"
"1771",608665,"Kendall Graveman","1899","93.26","0.282","0.141","0.307","0.423","0.338","0.355","0.291","120","426","88.1","7.8","2034","88.0","88.21","142","785","976","0.2","6.37"
"409",605374,"Andrew McKirahan","462","88.53","0.350","0.100","0.407","0.450","0.382","0.312","0.260","35","100","84.4","9.1","2033","91.5","91.89","39","202","199","0.4","6.66"
"158",592781,"Matt Stites","172","91.86","0.333","0.121","0.370","0.455","0.372","0.334","0.281","11","33","88.0","18.9","2032","91.9","90.88","15","82","76","-1.0","5.62"
"496",447714,"Eric O'Flaherty","557","89.05","0.344","0.148","0.392","0.492","0.402","0.328","0.261","42","122","86.1","0.2","2032","88.7","86.94","50","228","252","-1.8","5.37"
"1057",605177,"Andrew Chafin","1176","89.88","0.218","0.101","0.259","0.319","0.277","0.309","0.252","52","238","86.4","7.0","2032","89.9","89.95","84","466","567","0.0","6.44"
"1082",491646,"Jeanmar Gomez","1173","92.24","0.276","0.096","0.313","0.371","0.304","0.309","0.268","75","272","86.3","8.9","2030","89.6","89.86","91","488","576","0.3","6.70"
"877",453172,"Jared Hughes","966","90.79","0.258","0.096","0.283","0.354","0.289","0.316","0.270","59","229","85.5","1.2","2030","92.7","92.44","94","453","408","-0.3","6.34"
"384",458730,"Bobby Parnell","408","94.12","0.307","0.045","0.351","0.352","0.351","0.342","0.276","27","88","86.8","7.3","2029","91.0","89.98","30","167","212","-1.0","5.93"
"506",594792,"Brandon Cunniff","610","82.95","0.216","0.137","0.260","0.353","0.316","0.332","0.233","22","102","86.4","9.8","2029","90.9","90.21","59","215","282","-0.7","6.04"
"149",217096,"Barry Zito","150","99.33","0.387","0.452","0.320","0.839","0.543","0.459","0.322","12","31","84.9","12.7","2028","79.2","79.19","12","56","92","0.0","6.49"
"235",621281,"Tyler Wagner","247","95.14","0.400","0.218","0.412","0.618","0.445","0.384","0.325","22","55","87.0","10.0","2028","87.8","86.88","11","100","132","-0.9","5.72"
"590",445060,"Ricky Nolasco","665","88.72","0.291","0.149","0.355","0.440","0.347","0.346","0.274","41","141","88.8","12.3","2027","85.4","83.92","54","269","313","-1.5","5.41"
"2769",543101,"Anthony DeSclafani","2913","95.06","0.274","0.149","0.322","0.423","0.326","0.313","0.255","184","671","86.3","11.3","2026","90.3","90.42","288","1343","1383","0.1","6.42"
"759",503285,"Darren O'Day","1062","71.47","0.186","0.090","0.248","0.277","0.235","0.236","0.185","33","177","86.1","16.0","2025","85.2","85.73","119","381","370","0.5","6.59"
"392",516970,"Sugar Ray Marimon","418","93.78","0.298","0.255","0.316","0.553","0.392","0.334","0.253","28","94","87.3","17.4","2025","88.2","86.60","33","167","224","-1.6","5.51"
"239",592677,"C.J. Riefenhauser","253","94.47","0.280","0.240","0.262","0.520","0.365","0.352","0.259","14","50","83.3","15.8","2025","82.2","81.73","22","111","127","-0.5","6.09"
"1021",407845,"Fernando Rodney","1100","92.82","0.242","0.193","0.283","0.435","0.334","0.298","0.224","54","223","84.9","9.1","2023","90.4","89.49","111","420","584","-0.9","5.99"
"23",493351,"Alexei Ramirez","28","82.14","0.250","0.250","0.250","0.500","0.390","0.338","0.225","1","4","91.5","16.9","2023","85.9","85.29","1","14","8","-0.6","6.06"
"155",543921,"Joe Wieland","156","99.36","0.294","0.324","0.276","0.618","0.404","0.384","0.305","10","34","88.7","13.5","2023","86.3","86.57","8","61","88","0.3","6.68"
"755",502593,"Jake Petricka","790","95.57","0.283","0.073","0.335","0.356","0.309","0.283","0.245","54","191","85.1","-2.0","2022","92.5","93.23","74","353","381","0.7","6.98"
"2859",612672,"Wei-Yin Chen","3010","94.98","0.262","0.190","0.294","0.452","0.322","0.300","0.247","184","701","85.8","15.4","2022","88.3","87.71","278","1462","1386","-0.6","5.81"
"170",542923,"Dallas Beeler","171","99.42","0.359","0.103","0.438","0.462","0.411","0.320","0.247","14","39","84.3","1.7","2022","87.1","86.61","12","64","99","-0.5","5.98"
"111",449079,"Wesley Wright","114","97.37","0.231","0.154","0.227","0.385","0.289","0.328","0.238","6","26","88.1","8.9","2021","84.8","83.30","7","45","64","-1.5","5.55"
"508",115629,"LaTroy Hawkins","557","91.20","0.290","0.117","0.349","0.407","0.319","0.287","0.248","42","145","88.4","10.1","2020","91.9","91.18","45","266","238","-0.7","6.03"
"61",538506,"Toru Murata","69","88.41","0.286","0.500","0.200","0.786","0.457","0.359","0.248","4","14","86.6","21.5","2020","83.0","82.51","4","28","33","-0.5","5.78"
"1060",517414,"Randall Delgado","1281","82.75","0.226","0.086","0.294","0.312","0.287","0.272","0.203","50","221","85.1","15.2","2019","89.4","89.15","142","483","566","-0.3","6.17"
"807",450212,"Pat Neshek","852","94.72","0.247","0.191","0.290","0.438","0.312","0.282","0.227","48","194","85.0","15.4","2018","86.3","85.14","93","422","375","-1.2","5.71"
"654",592351,"Jon Gray","682","95.89","0.321","0.173","0.390","0.494","0.370","0.316","0.260","50","156","86.9","11.5","2018","91.9","92.55","67","296","344","0.6","6.79"
"937",570632,"Jose Urena","998","93.89","0.310","0.144","0.325","0.454","0.356","0.349","0.289","71","229","87.1","9.3","2015","91.6","91.10","84","433","491","-0.5","6.34"
"2420",282332,"CC Sabathia","2703","89.53","0.281","0.168","0.316","0.449","0.339","0.305","0.252","170","606","86.4","9.6","2015","87.4","88.09","248","1130","1268","0.7","6.92"
"361",456027,"Ross Ohlendorf","387","93.28","0.274","0.205","0.302","0.479","0.350","0.318","0.251","20","73","86.6","17.4","2014","89.5","88.05","39","166","190","-1.4","5.44"
"871",543424,"John Lamb","912","95.50","0.284","0.174","0.370","0.458","0.350","0.281","0.215","54","190","83.8","13.5","2014","86.6","87.68","101","385","475","1.1","7.05"
"3222",430935,"Cole Hamels","3344","96.35","0.237","0.127","0.299","0.364","0.292","0.288","0.232","185","780","86.1","10.4","2014","88.8","88.62","462","1624","1559","-0.2","6.38"
"942",543242,"J.R. Graham","1071","87.96","0.306","0.183","0.335","0.489","0.369","0.354","0.276","67","219","88.1","9.1","2014","92.7","91.98","84","451","485","-0.7","5.95"
"17",461815,"David Murphy","19","89.47","0.667","1.000","0.500","1.667","0.860","0.956","0.702","2","3","90.3","15.1","2013","78.8","76.24","1","8","8","-2.6","4.10"
"625",465629,"Edward Mujica","704","88.78","0.276","0.215","0.280","0.491","0.338","0.299","0.235","45","163","87.4","11.5","2012","88.1","87.42","80","342","269","-0.7","5.82"
"2098",501381,"Michael Pineda","2548","82.34","0.285","0.168","0.340","0.453","0.324","0.276","0.240","142","499","85.8","7.8","2012","91.0","91.11","257","1049","1038","0.1","6.54"
"80",572021,"James Pazos","86","93.02","0.188","0.000","0.214","0.188","0.216","0.356","0.256","3","16","87.2","10.8","2010","92.8","91.98","5","30","50","-0.8","6.05"
"2858",431148,"Scott Kazmir","2941","97.18","0.235","0.136","0.275","0.371","0.295","0.312","0.246","158","671","85.5","12.5","2009","87.2","86.11","323","1390","1448","-1.1","5.66"
"267",592879,"Asher Wojciechowski","311","85.85","0.306","0.258","0.362","0.565","0.396","0.351","0.287","19","62","88.1","17.5","2008","88.4","87.73","20","118","149","-0.7","6.01"
"2391",346798,"Kyle Lohse","2545","93.95","0.293","0.190","0.317","0.483","0.351","0.351","0.286","168","574","86.1","13.8","2007","85.3","83.88","243","1091","1275","-1.4","5.40"
"640",542674,"Gonzalez Germen","710","90.14","0.264","0.171","0.317","0.436","0.356","0.335","0.235","37","140","88.0","10.7","2006","91.1","89.81","91","295","330","-1.3","5.65"
"650",488846,"Brian Duensing","779","83.44","0.247","0.151","0.256","0.397","0.323","0.369","0.294","36","146","86.3","8.3","2006","87.6","86.56","54","306","329","-1.0","5.82"
"963",477569,"Fernando Salas","1035","93.04","0.250","0.180","0.329","0.430","0.304","0.288","0.224","57","228","86.3","16.6","2006","88.3","87.39","140","502","440","-0.9","6.00"
"531",407819,"Matt Thornton","593","89.54","0.200","0.093","0.220","0.293","0.247","0.318","0.273","28","140","86.0","10.4","2006","91.8","90.91","45","254","264","-0.9","6.06"
"203",572362,"Robbie Erlin","220","92.27","0.255","0.127","0.295","0.382","0.297","0.307","0.274","14","55","89.0","12.9","2006","86.6","85.73","17","96","104","-0.9","6.04"
"690",519096,"Dan Otero","727","94.91","0.322","0.169","0.351","0.492","0.358","0.341","0.300","59","183","86.5","7.5","2004","88.5","88.79","55","341","340","0.3","6.48"
"1241",467094,"Felix Doubront","1268","97.87","0.303","0.171","0.339","0.474","0.355","0.337","0.275","87","287","87.8","9.9","2003","87.6","87.56","130","563","669","0.0","6.39"
"1568",218596,"Tim Hudson","1854","84.57","0.263","0.118","0.275","0.380","0.309","0.349","0.291","105","400","88.6","4.4","2003","85.1","83.95","128","732","814","-1.1","5.47"
"64",523848,"Jose Dominguez","72","88.89","0.133","0.067","0.182","0.200","0.197","0.261","0.223","2","15","87.0","-0.9","2001","91.7","90.95","8","30","34","-0.8","5.90"
"839",444468,"Hector Rondon","1079","77.76","0.211","0.108","0.259","0.320","0.255","0.271","0.231","41","194","86.8","10.9","2001","94.0","93.74","85","407","422","-0.3","6.29"
"504",607067,"Colin Rea","525","96.00","0.250","0.147","0.297","0.397","0.310","0.345","0.273","29","116","89.3","10.4","2000","87.8","87.79","30","209","288","0.0","6.32"
"1189",572750,"Eddie Butler","1356","87.68","0.324","0.218","0.339","0.542","0.404","0.364","0.289","89","275","85.7","6.0","1999","91.6","90.52","77","526","635","-1.1","5.83"
"2657",433587,"Felix Hernandez","3040","87.40","0.241","0.150","0.286","0.391","0.302","0.291","0.236","162","673","86.6","4.4","1999","88.4","88.12","303","1240","1387","-0.3","6.38"
"2586",592836,"Taijuan Walker","2630","98.33","0.253","0.165","0.294","0.418","0.310","0.319","0.255","161","637","88.4","14.0","1997","91.8","91.55","290","1226","1336","-0.3","6.37"
"1867",425532,"Jerome Williams","1978","94.39","0.320","0.175","0.338","0.495","0.372","0.365","0.305","155","485","87.0","8.1","1997","87.9","86.56","179","909","927","-1.3","5.70"
"2388",593372,"Carlos Martinez","2844","83.97","0.250","0.120","0.309","0.370","0.305","0.299","0.235","139","557","84.7","5.7","1996","92.2","90.79","259","1126","1227","-1.4","5.43"
"43",554432,"Chad Jenkins","80","53.75","0.250","0.000","0.333","0.250","0.278","0.293","0.229","2","8","92.4","18.6","1996","88.6","88.41","1","15","28","-0.2","6.50"
"490",592340,"Erik Goeddel","499","98.20","0.203","0.085","0.267","0.288","0.245","0.278","0.225","24","118","87.8","15.3","1992","88.2","87.41","65","223","255","-0.8","6.17"
"3362",572971,"Dallas Keuchel","3493","96.25","0.218","0.095","0.269","0.313","0.257","0.266","0.227","179","822","84.6","2.2","1991","86.4","85.72","371","1495","1852","-0.7","5.98"
"965",276542,"Joaquin Benoit","1038","92.97","0.171","0.157","0.200","0.329","0.258","0.275","0.198","36","210","83.1","11.0","1989","90.0","89.34","169","498","456","-0.7","6.01"
"3124",500779,"Jose Quintana","3374","92.59","0.271","0.142","0.327","0.412","0.316","0.311","0.266","201","742","86.9","11.2","1988","88.1","87.94","305","1444","1646","-0.2","6.40"
"2782",434622,"Ubaldo Jimenez","3063","90.83","0.250","0.132","0.304","0.381","0.311","0.299","0.239","163","653","85.8","10.2","1987","88.3","87.87","247","1168","1586","-0.4","5.97"
"2585",608379,"Michael Wacha","2937","88.01","0.236","0.129","0.277","0.365","0.293","0.301","0.243","143","605","85.6","11.4","1986","90.3","91.33","283","1301","1251","1.0","6.88"
"73",573204,"Caleb Thielbar","81","90.12","0.235","0.059","0.333","0.294","0.219","0.138","0.139","4","17","85.7","7.3","1986","87.3","86.70","5","30","43","-0.6","6.11"
"951",444520,"Craig Breslow","1029","92.42","0.284","0.204","0.299","0.489","0.354","0.327","0.254","64","225","86.2","17.5","1986","85.7","84.51","97","460","469","-1.2","5.56"
"650",593576,"Hector Neris","681","95.45","0.221","0.188","0.265","0.409","0.300","0.295","0.213","33","149","86.1","13.6","1985","90.6","89.16","99","321","324","-1.4","5.65"
"1729",547874,"Hisashi Iwakuma","1872","92.36","0.242","0.164","0.278","0.406","0.291","0.311","0.263","111","458","87.6","9.6","1984","85.5","84.96","205","876","841","-0.5","6.20"
"984",572020,"James Paxton","1111","88.57","0.263","0.140","0.293","0.403","0.326","0.335","0.253","62","236","88.1","9.0","1983","91.9","90.93","74","403","578","-1.0","6.15"
"2408",150359,"A.J. Burnett","2500","96.32","0.268","0.101","0.330","0.370","0.312","0.324","0.263","164","611","88.0","5.0","1983","88.4","88.33","233","1059","1300","-0.1","6.39"
"273",573185,"Dan Straily","291","93.81","0.262","0.197","0.292","0.459","0.357","0.366","0.270","16","61","88.5","15.1","1983","86.5","86.75","25","121","149","0.2","6.36"
"175",476570,"Vin Mazzaro","200","87.50","0.275","0.175","0.289","0.450","0.345","0.373","0.299","11","40","88.7","16.0","1982","90.5","90.48","13","81","89","0.0","6.52"
"123",543942,"Rob Wooten","131","93.89","0.227","0.318","0.267","0.545","0.410","0.432","0.289","5","22","88.4","10.8","1982","83.8","83.29","13","53","69","-0.5","6.06"
"2196",285064,"Ryan Vogelsong","2311","95.02","0.265","0.175","0.301","0.440","0.334","0.341","0.269","135","509","86.8","13.3","1981","87.4","87.48","161","949","1233","0.1","6.34"
"1424",543557,"Mike Montgomery","1453","98.00","0.259","0.158","0.289","0.417","0.333","0.345","0.270","90","348","88.0","7.2","1980","86.8","85.77","136","656","752","-1.0","6.08"
"215",519186,"Matt Reynolds","233","92.27","0.220","0.300","0.214","0.520","0.356","0.249","0.141","11","50","86.5","14.7","1979","83.5","82.69","39","104","102","-0.8","5.87"
"839",605156,"Aaron Brooks","885","94.80","0.321","0.195","0.349","0.516","0.378","0.369","0.298","69","215","87.7","11.7","1978","88.8","87.90","73","406","421","-0.9","5.89"
"477",430630,"Jason Frasor","543","87.85","0.272","0.098","0.320","0.370","0.339","0.377","0.292","25","92","87.0","15.6","1978","89.7","88.06","38","213","251","-1.6","5.50"
"373",467785,"Radhames Liz","388","96.13","0.281","0.135","0.367","0.416","0.352","0.322","0.246","25","89","83.1","18.9","1978","91.5","90.71","49","171","193","-0.8","5.95"
"2552",434538,"Francisco Liriano","2984","85.52","0.238","0.116","0.309","0.354","0.299","0.297","0.234","137","576","84.4","6.6","1977","89.3","89.10","366","1091","1426","-0.2","6.24"
"525",605200,"Zach Davies","539","97.40","0.211","0.106","0.247","0.317","0.277","0.309","0.253","26","123","85.7","6.4","1977","85.1","84.52","54","218","304","-0.6","6.06"
"940",544993,"Steve Geltz","1105","85.07","0.177","0.126","0.205","0.302","0.259","0.280","0.191","38","215","88.7","22.4","1975","90.0","88.47","107","455","471","-1.5","5.37"
"543",279571,"Matt Belisle","594","91.41","0.267","0.078","0.326","0.345","0.310","0.292","0.234","31","116","85.1","8.1","1975","87.9","88.83","51","249","282","0.9","6.87"
"365",500724,"JC Ramirez","413","88.38","0.262","0.131","0.290","0.393","0.331","0.332","0.247","22","84","90.3","14.8","1974","92.4","92.54","36","172","183","0.1","6.43"
"956",475416,"Justin Masterson","1010","94.65","0.291","0.202","0.333","0.493","0.384","0.339","0.261","65","223","87.3","5.5","1971","85.3","85.47","76","410","537","0.2","6.41"
"944",488674,"Burke Badenhop","1048","90.08","0.278","0.110","0.304","0.388","0.315","0.339","0.283","66","237","89.6","9.3","1970","86.9","86.35","64","402","528","-0.6","5.86"
"390",621408,"Matt Marksberry","409","95.35","0.241","0.161","0.288","0.402","0.334","0.322","0.216","21","87","88.1","16.2","1970","88.9","88.10","40","163","215","-0.8","5.99"
"400",572403,"Drew VerHagen","408","98.04","0.205","0.045","0.227","0.250","0.271","0.315","0.248","18","88","85.7","-1.4","1970","89.1","88.84","27","160","231","-0.3","6.24"
"512",571787,"David Holmberg","536","95.52","0.318","0.308","0.282","0.626","0.420","0.379","0.276","34","107","85.9","10.6","1966","85.1","85.53","28","201","305","0.4","6.77"
"32",462089,"Juan Jaime","36","88.89","0.000","0.000","0.000","0.000","0.420","0.423","0.006","0","2","86.8","59.0","1965","92.9","92.24","1","8","21","-0.7","6.10"
"2623",474463,"Brett Anderson","2716","96.58","0.278","0.126","0.310","0.404","0.320","0.292","0.243","190","683","86.4","-1.0","1962","86.5","84.87","212","1194","1394","-1.6","5.34"
"645",519085,"Brett Oberholtzer","655","98.47","0.293","0.153","0.331","0.447","0.354","0.317","0.256","44","150","88.5","9.5","1961","85.7","84.44","53","293","349","-1.3","5.73"
"17",400085,"Ichiro Suzuki","18","94.44","0.250","0.250","0.250","0.500","0.313","0.735","0.458","1","4","87.9","27.3","1961","83.5","82.15","1","9","8","-1.4","5.65"
"298",500610,"Deolis Guerra","307","97.07","0.382","0.309","0.447","0.691","0.469","0.355","0.285","26","68","86.3","16.3","1961","85.7","86.51","33","142","154","0.8","6.97"
"22",544725,"Leury Garcia","23","95.65","0.250","0.000","0.333","0.250","0.320","0.371","0.314","1","4","81.7","9.5","1960","85.7","83.59","3","8","13","-2.1","5.21"
"11",453203,"Shane Robinson","14","78.57","0.000","0.000","0.000","0.000","0.233","0.282","0.075","0","2","66.8","2.2","1959","81.1","79.59","0","2","9","-1.5","5.05"
"341",553970,"Angel Nesbitt","384","88.80","0.250","0.097","0.283","0.347","0.307","0.325","0.267","18","72","85.1","13.0","1956","91.6","90.82","32","166","164","-0.8","5.98"
"1192",527048,"Martin Perez","1216","98.03","0.283","0.093","0.324","0.377","0.316","0.308","0.262","85","300","87.0","5.5","1956","88.8","88.11","100","574","609","-0.7","5.92"
"2115",547888,"Masahiro Tanaka","2290","92.36","0.211","0.196","0.231","0.407","0.276","0.303","0.245","112","531","87.9","8.5","1955","88.3","87.31","261","1043","1061","-1.0","5.79"
"2246",490063,"Matt Garza","2394","93.82","0.310","0.190","0.336","0.500","0.375","0.345","0.281","174","562","85.7","12.7","1955","89.3","89.35","181","1077","1135","0.1","6.41"
"606",493157,"Koji Uehara","633","95.73","0.194","0.129","0.266","0.324","0.244","0.221","0.179","27","139","83.6","20.7","1954","82.7","81.40","122","315","289","-1.3","5.54"
"826",453646,"Carlos Villanueva","927","89.10","0.211","0.160","0.252","0.371","0.291","0.306","0.234","41","194","86.0","16.1","1953","84.5","84.42","103","371","441","-0.1","6.15"
"373",573127,"Zac Rosscup","521","71.59","0.276","0.329","0.302","0.605","0.405","0.364","0.258","21","76","89.0","15.9","1952","92.0","92.73","41","171","200","0.7","6.87"
"2596",477003,"Jonathon Niese","2701","96.11","0.275","0.132","0.305","0.407","0.322","0.314","0.261","181","658","85.8","4.8","1952","86.0","85.53","171","1153","1411","-0.5","6.23"
"522",493159,"Tsuyoshi Wada","534","97.75","0.240","0.215","0.279","0.455","0.325","0.326","0.267","29","121","87.5","15.8","1949","86.0","85.23","41","237","276","-0.8","5.89"
"69",502162,"Angel Castro","88","78.41","0.417","0.250","0.500","0.667","0.481","0.343","0.232","5","12","86.9","6.3","1947","91.8","91.95","5","32","36","0.1","6.39"
"26",477195,"Ike Davis","26","100.00","0.143","0.143","0.167","0.286","0.244","0.421","0.388","1","7","100.8","11.1","1945","85.3","85.38","6","15","11","0.1","6.43"
"1104",571735,"David Hale","1300","84.92","0.304","0.215","0.327","0.519","0.367","0.329","0.270","82","270","88.0","8.3","1945","87.9","88.54","126","538","551","0.6","6.73"
"12",501627,"Cesar Cabral","15","80.00","0.000","0.000","0.000","0.000","0.233","0.336","0.167","0","2","105.2","-7.8","1945","87.3","85.03","1","4","8","-2.3","5.55"
"19",599998,"Leonel Campos","22","86.36","0.250","0.250","0.333","0.500","0.390","0.364","0.272","1","4","93.7","13.3","1945","93.3","92.81","2","10","9","-0.5","5.97"
"1112",502202,"Brad Boxberger","1140","97.54","0.231","0.148","0.293","0.380","0.315","0.323","0.236","53","229","84.1","13.5","1944","87.9","86.48","143","525","560","-1.4","5.39"
"79",500891,"Edgar Ibarra","80","98.75","0.250","0.063","0.308","0.313","0.318","0.390","0.313","4","16","87.0","11.6","1943","88.2","86.52","3","32","47","-1.7","5.74"
"913",501925,"Joe Smith","996","91.67","0.264","0.115","0.324","0.379","0.309","0.305","0.250","62","235","87.5","6.5","1943","86.4","86.23","82","436","458","-0.2","6.46"
"36",595441,"Matt Tracy","39","92.31","0.222","0.111","0.250","0.333","0.323","0.265","0.169","2","9","81.5","0.0","1943","86.7","86.77","2","13","23","0.1","6.48"
"57",448855,"Junior Guerra","66","86.36","0.462","0.231","0.500","0.692","0.514","0.287","0.265","6","13","85.9","15.7","1942","89.9","89.45","7","29","24","-0.4","6.07"
"833",594986,"Kyle Ryan","892","93.39","0.284","0.170","0.290","0.454","0.346","0.336","0.282","55","194","86.7","8.1","1942","86.4","86.21","64","357","473","-0.2","6.44"
"1602",502009,"Mat Latos","1804","88.80","0.248","0.154","0.294","0.402","0.298","0.307","0.247","100","403","86.2","10.0","1942","88.6","87.70","178","790","797","-0.9","5.96"
"51",518833,"Colt Hynes","59","86.44","0.417","0.000","0.556","0.417","0.421","0.342","0.292","5","12","87.6","10.8","1939","86.1","84.97","6","24","25","-1.1","5.89"
"730",449097,"Jonathan Papelbon","901","81.02","0.250","0.138","0.295","0.388","0.299","0.272","0.220","47","188","86.5","11.7","1938","90.3","90.19","101","412","303","-0.1","6.54"
"2699",543606,"Jake Odorizzi","2758","97.86","0.231","0.165","0.273","0.397","0.295","0.310","0.243","147","635","87.0","15.1","1937","88.4","87.22","310","1316","1365","-1.2","5.57"
"597",592454,"Tommy Kahnle","654","91.28","0.265","0.154","0.359","0.419","0.360","0.313","0.219","31","117","86.0","5.0","1937","93.1","93.40","85","255","339","0.3","6.60"
