"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"353",543942,"Rob Wooten","724","48.76","0.232","0.125","0.240","0.357","0.292","0.071","0.005","13","56","77.9","15.5","1896","83.9","82.06","39","151","199","-1.8","5.98"
"160",643230,"Steven Brault","662","24.17","0.367","0.184","0.500","0.551","0.408","0.306","0.273","18","49","86.5","4.7","1942","83.9","84.17","20","78","81","0.3","6.77"
"322",605541,"Mike Wright","2081","15.47","0.254","0.254","0.260","0.507","0.350","0.324","0.244","18","71","82.6","17.7","2104","83.9","83.54","30","120","198","-0.4","5.89"
"209",515052,"Mayckol Guaipe","579","36.10","0.232","0.125","0.297","0.357","0.268","0.225","0.190","13","56","85.3","5.3","2170","83.9","83.26","31","94","113","-0.6","5.87"
"309",594792,"Brandon Cunniff","914","33.81","0.183","0.133","0.263","0.317","0.232","0.272","0.226","11","60","83.4","17.0","1993","83.9","83.20","56","138","170","-0.7","5.83"
"182",605182,"Mike Clevinger","967","18.82","0.194","0.194","0.250","0.389","0.279","0.268","0.186","7","36","79.1","20.6","2301","83.9","84.18","26","93","88","0.3","6.29"
"896",455374,"Antonio Bastardo","3419","26.21","0.173","0.101","0.254","0.274","0.223","0.144","0.095","36","208","81.1","16.3","2550","83.9","83.38","171","412","474","-0.5","5.96"
"170",407819,"Matt Thornton","1510","11.26","0.333","0.133","0.395","0.467","0.332","0.185","0.170","15","45","86.4","-0.6","1829","83.9","83.50","18","70","100","-0.4","6.07"
"304",475054,"Chaz Roe","1224","24.84","0.207","0.172","0.303","0.379","0.292","0.240","0.170","12","58","82.4","12.3","2552","83.8","82.95","43","125","179","-0.9","5.61"
"772",459987,"Cesar Ramos","2885","26.76","0.250","0.081","0.278","0.331","0.272","0.191","0.157","43","172","86.4","12.2","2123","83.7","82.91","82","381","388","-0.8","5.69"
"1313",612672,"Wei-Yin Chen","7905","16.61","0.229","0.140","0.299","0.369","0.270","0.208","0.164","82","358","84.1","9.3","2119","83.7","83.66","193","682","625","0.0","5.76"
"350",456167,"A.J. Griffin","2063","16.97","0.351","0.338","0.328","0.689","0.455","0.403","0.327","26","74","85.6","15.6","2310","83.7","83.88","43","170","177","0.2","6.36"
"843",605232,"Brandon Finnegan","3756","22.44","0.217","0.111","0.283","0.328","0.261","0.243","0.197","39","180","82.7","16.9","2114","83.7","82.36","118","383","455","-1.3","5.42"
"243",430630,"Jason Frasor","1375","17.67","0.256","0.070","0.262","0.326","0.291","0.233","0.163","11","43","86.7","15.7","1752","83.7","82.48","24","98","145","-1.2","5.35"
"1337",518875,"Shawn Kelley","2605","51.32","0.199","0.160","0.282","0.360","0.260","0.159","0.111","71","356","83.6","19.4","2109","83.7","83.39","297","753","578","-0.3","6.12"
"278",607359,"Spencer Patton","1010","27.52","0.172","0.138","0.211","0.310","0.233","0.252","0.209","10","58","83.0","3.7","1901","83.7","82.91","51","128","147","-0.8","5.74"
"834",434718,"Huston Street","2355","35.41","0.190","0.134","0.237","0.325","0.243","0.179","0.134","44","231","81.4","9.9","2127","83.6","82.23","158","458","372","-1.4","5.54"
"1031",450212,"Pat Neshek","2549","40.45","0.197","0.113","0.245","0.310","0.225","0.151","0.127","54","274","79.3","17.1","2157","83.6","82.78","171","584","439","-0.8","5.78"
"181",516414,"Ariel Pena","542","33.39","0.135","0.054","0.294","0.189","0.195","0.172","0.113","5","37","84.8","7.6","1893","83.6","82.58","45","87","94","-1.0","5.82"
"205",445276,"Kenley Jansen","2858","7.17","0.152","0.106","0.308","0.258","0.190","0.097","0.076","10","66","78.1","0.7","2160","83.6","84.10","53","118","87","0.5","6.70"
"109",519168,"Anthony Ranaudo","1553","7.02","0.480","0.280","0.500","0.760","0.531","0.374","0.243","12","25","86.4","22.9","2071","83.6","82.92","11","54","55","-0.7","5.67"
"197",622097,"Jake Thompson","919","21.44","0.244","0.171","0.310","0.415","0.342","0.325","0.249","10","41","82.8","15.1","2470","83.5","82.13","21","69","125","-1.4","5.85"
"196",445926,"Jesse Chavez","6096","3.22","0.244","0.073","0.290","0.317","0.240","0.276","0.270","10","41","88.1","12.0","2122","83.5","82.86","29","86","110","-0.6","5.77"
"116",605374,"Andrew McKirahan","462","25.11","0.357","0.036","0.455","0.393","0.358","0.265","0.241","10","28","82.7","3.8","1548","83.5","83.04","14","48","67","-0.5","6.26"
"441",592135,"Cam Bedrosian","1695","26.02","0.262","0.084","0.415","0.346","0.299","0.235","0.177","28","107","86.4","7.2","2634","83.5","82.19","68","179","261","-1.3","5.85"
"339",608678,"Dominic Leone","1844","18.38","0.218","0.168","0.302","0.386","0.264","0.154","0.126","22","101","86.9","11.0","2050","83.5","82.77","76","178","161","-0.7","6.12"
"414",474521,"Shawn Tolleson","2994","13.83","0.232","0.152","0.292","0.384","0.282","0.181","0.144","23","99","85.8","6.2","2426","83.5","84.01","61","179","234","0.5","6.07"
"130",458713,"Kevin Slowey","591","22.00","0.255","0.020","0.310","0.275","0.249","0.026","0.000","13","51","null","null","null","83.4","null","21","87","42","null","null"
"112",518693,"Sam Freeman","1540","7.27","0.208","0.042","0.313","0.250","0.257","0.186","0.125","5","24","87.5","8.8","1883","83.4","82.07","11","43","69","-1.3","5.43"
"1217",467008,"Pedro Strop","2696","45.14","0.109","0.069","0.215","0.178","0.166","0.140","0.090","33","303","82.2","5.5","2122","83.4","82.06","345","618","590","-1.3","5.41"
"961",607259,"Nick Martinez","5174","18.57","0.263","0.151","0.335","0.414","0.310","0.205","0.158","61","232","86.5","10.9","2238","83.4","81.07","144","422","534","-2.3","5.09"
"258",502154,"Zach Britton","2985","8.64","0.085","0.034","0.278","0.119","0.108","0.055","0.036","5","59","83.4","12.8","2558","83.4","81.76","58","88","168","-1.6","5.06"
"184",594857,"Keith Hessler","629","29.25","0.333","0.238","0.387","0.571","0.400","0.363","0.302","14","42","82.5","10.0","1945","83.4","82.96","22","79","104","-0.4","5.94"
"928",453646,"Carlos Villanueva","3425","27.09","0.231","0.119","0.319","0.349","0.263","0.198","0.168","72","312","83.4","8.7","2029","83.4","82.88","200","560","356","-0.5","5.98"
"133",543258,"Preston Guilmet","287","46.34","0.237","0.158","0.308","0.395","0.301","0.162","0.111","9","38","88.5","5.9","1471","83.4","80.66","20","73","60","-2.7","4.95"
"498",623430,"Ryan Dull","1471","33.85","0.149","0.158","0.200","0.307","0.194","0.161","0.130","17","114","82.2","14.6","2014","83.4","82.16","102","228","269","-1.2","5.46"
"526",543859,"Michael Tonkin","1981","26.55","0.212","0.168","0.297","0.381","0.282","0.233","0.174","24","113","83.5","7.1","2177","83.3","83.18","77","218","305","-0.1","6.16"
"431",448159,"Manny Parra","1126","38.28","0.244","0.178","0.284","0.422","0.296","0.127","0.087","22","90","88.2","19.2","1925","83.3","82.21","81","214","214","-1.1","5.50"
"270",519096,"Dan Otero","2944","9.17","0.309","0.221","0.321","0.529","0.357","0.143","0.123","21","68","85.2","19.5","2023","83.3","84.60","29","117","152","1.3","6.38"
"672",493133,"Hiroki Kuroda","3097","21.70","0.233","0.171","0.275","0.403","0.282","0.021","0.000","30","129","null","null","null","83.3","null","94","275","395","null","null"
"500",445968,"Dana Eveland","994","50.30","0.150","0.050","0.237","0.200","0.204","0.153","0.080","15","100","79.7","12.7","3015","83.3","80.37","73","209","282","-2.9","5.68"
"1350",434622,"Ubaldo Jimenez","7861","17.17","0.264","0.174","0.299","0.438","0.342","0.217","0.137","64","242","81.6","19.8","2258","83.2","82.56","136","511","832","-0.6","5.62"
"841",628452,"Raisel Iglesias","2812","29.91","0.154","0.139","0.248","0.293","0.218","0.204","0.143","32","208","82.4","15.4","2203","83.2","82.18","163","396","435","-1.0","5.65"
"1071",573185,"Dan Straily","4233","25.30","0.166","0.086","0.232","0.252","0.209","0.199","0.154","48","290","82.6","15.4","2288","83.2","83.41","175","525","536","0.2","6.12"
"207",605483,"Blake Snell","1716","12.06","0.294","0.235","0.571","0.529","0.387","0.264","0.183","10","34","90.8","7.1","2212","83.2","82.48","50","87","120","-0.7","5.90"
"136",594772,"Jake Buchanan","780","17.44","0.276","0.138","0.318","0.414","0.324","0.146","0.095","8","29","89.3","17.1","1799","83.2","83.02","26","67","68","-0.2","6.30"
"448",518468,"Michael Blazek","1681","26.65","0.218","0.145","0.292","0.364","0.266","0.229","0.192","24","110","79.5","12.2","1899","83.2","82.43","82","208","235","-0.8","5.74"
"232",502083,"Zach McAllister","3616","6.42","0.212","0.096","0.233","0.308","0.230","0.041","0.025","11","52","78.8","11.8","1864","83.2","83.88","24","97","134","0.7","6.80"
"120",592533,"Cody Martin","898","13.36","0.452","0.710","0.318","1.161","0.647","0.624","0.458","14","31","89.6","18.4","2003","83.1","82.55","11","57","62","-0.5","6.02"
"507",450282,"Glen Perkins","1829","27.72","0.226","0.187","0.307","0.413","0.279","0.142","0.105","35","155","88.2","14.0","2259","83.1","82.04","106","294","213","-1.1","5.86"
"220",543964,"Tony Zych","526","41.83","0.140","0.070","0.308","0.211","0.175","0.126","0.086","8","57","75.6","19.5","2181","83.1","81.70","47","107","112","-1.4","5.68"
"2271",407890,"Colby Lewis","7734","29.36","0.231","0.111","0.290","0.341","0.262","0.204","0.165","154","668","85.4","15.8","2173","83.1","81.77","396","1313","947","-1.3","5.39"
"897",457429,"Boone Logan","1839","48.78","0.146","0.039","0.274","0.184","0.182","0.152","0.110","30","206","77.8","9.3","2350","83.1","81.65","240","454","435","-1.5","5.25"
"776",448802,"Jaime Garcia","5066","15.32","0.185","0.073","0.368","0.259","0.204","0.153","0.135","53","286","84.1","7.8","2514","83.1","82.15","168","441","329","-1.0","5.64"
"115",543716,"David Rollins","643","17.88","0.290","0.161","0.375","0.452","0.351","0.290","0.239","9","31","84.8","5.5","2172","83.1","82.12","21","62","53","-1.0","5.96"
"152",621209,"Jon Moscot","601","25.29","0.229","0.286","0.185","0.514","0.322","0.311","0.266","8","35","82.9","3.6","2070","83.1","82.71","10","71","80","-0.4","6.08"
"321",592741,"Chasen Shreve","1884","17.04","0.257","0.243","0.278","0.500","0.334","0.256","0.210","18","70","87.4","4.3","1779","83.1","82.31","52","147","173","-0.8","6.02"
"213",591693,"Edubray Ramos","613","34.75","0.153","0.136","0.226","0.288","0.203","0.213","0.164","9","59","80.4","20.5","2473","83.1","82.11","36","96","117","-1.0","5.78"
"543",450351,"C.J. Wilson","5225","10.39","0.153","0.083","0.250","0.236","0.203","0.143","0.092","24","157","89.5","12.5","1936","83.1","81.31","114","262","278","-1.8","5.17"
"155",612434,"Miguel Castro","535","28.97","0.185","0.074","0.417","0.259","0.228","0.208","0.174","5","27","77.8","0.8","2609","83.1","82.38","17","37","118","-0.7","5.69"
"205",150116,"Randy Wolf","1054","19.45","0.212","0.115","0.270","0.327","0.280","0.195","0.132","11","52","82.6","10.1","2053","83.0","82.50","26","107","98","-0.5","5.50"
"735",607457,"Kyle Barraclough","1801","40.81","0.108","0.051","0.254","0.159","0.167","0.187","0.122","19","176","80.6","9.4","2486","83.0","81.82","159","313","420","-1.2","5.59"
"126",434578,"Joe Saunders","847","14.88","0.250","0.250","0.313","0.500","0.353","0.068","0.000","7","28","null","null","null","82.9","null","22","61","64","null","null"
"764",493603,"Adam Ottavino","1687","45.29","0.190","0.101","0.274","0.291","0.238","0.090","0.046","36","189","78.7","13.7","2758","82.9","82.62","120","353","408","-0.3","6.20"
"347",519008,"T.J. McFarland","1933","17.95","0.300","0.125","0.404","0.425","0.337","0.164","0.114","24","80","84.6","6.5","2073","82.9","80.32","48","163","181","-2.6","5.35"
"807",517414,"Randall Delgado","4095","19.71","0.191","0.142","0.252","0.333","0.252","0.207","0.151","31","162","85.1","20.0","1804","82.8","81.82","141","331","474","-1.0","5.77"
"279",457117,"Ernesto Frieri","1155","24.16","0.298","0.123","0.333","0.421","0.333","0.122","0.084","17","57","87.7","23.7","1982","82.8","82.60","32","115","163","-0.2","6.16"
"578",543606,"Jake Odorizzi","9094","6.36","0.223","0.184","0.218","0.408","0.281","0.296","0.230","23","103","83.1","21.0","2076","82.8","81.91","37","210","366","-0.9","5.54"
"398",593140,"Michael Feliz","1322","30.11","0.172","0.161","0.255","0.333","0.229","0.210","0.152","16","93","83.0","8.2","1933","82.8","83.05","77","181","216","0.3","6.53"
"314",554340,"Yimi Garcia","1104","28.44","0.203","0.058","0.232","0.261","0.221","0.179","0.160","14","69","84.9","23.9","2257","82.8","82.01","36","137","177","-0.8","5.48"
"736",605388,"Adam Morgan","3193","23.05","0.236","0.182","0.298","0.418","0.287","0.265","0.222","52","220","85.7","14.4","2297","82.8","81.25","138","429","304","-1.5","5.36"
"194",519085,"Brett Oberholtzer","4124","4.70","0.244","0.133","0.265","0.378","0.308","0.333","0.259","11","45","89.2","9.6","1942","82.8","81.79","22","91","102","-1.0","5.86"
"445",444436,"Ryan Webb","1686","26.39","0.188","0.117","0.253","0.305","0.222","0.133","0.103","24","128","84.1","14.2","2142","82.8","81.83","63","212","231","-1.0","5.70"
"213",408241,"Jake Peavy","6993","3.05","0.220","0.136","0.462","0.356","0.288","0.090","0.028","13","59","87.6","3.9","1814","82.7","80.95","61","112","101","-1.7","5.47"
"831",112526,"Bartolo Colon","8572","9.69","0.273","0.173","0.293","0.445","0.322","0.206","0.161","60","220","87.2","11.9","2201","82.7","80.64","72","362","465","-2.1","5.00"
"1121",605538,"Matt Wisler","4211","26.62","0.177","0.124","0.263","0.301","0.221","0.222","0.175","53","299","83.3","19.3","2209","82.7","81.09","216","531","587","-1.6","5.38"
"508",435043,"Zach Duke","3046","16.68","0.256","0.174","0.290","0.430","0.336","0.241","0.148","22","86","80.9","22.4","2089","82.7","81.10","84","248","255","-1.6","5.66"
"105",445156,"Sean Marshall","298","35.23","0.524","0.333","0.500","0.857","0.608","0.112","0.000","11","21","null","null","null","82.7","null","12","53","51","null","null"
"305",445612,"Dale Thayer","1673","18.23","0.316","0.224","0.382","0.539","0.381","0.146","0.110","24","76","88.5","12.7","2039","82.6","82.01","29","138","166","-0.6","5.96"
"191",595918,"A.J. Cole","833","22.93","0.190","0.119","0.269","0.310","0.260","0.282","0.200","8","42","83.0","17.7","2164","82.6","82.74","32","87","104","0.1","6.37"
"558",502748,"Brad Peacock","2950","18.92","0.250","0.211","0.297","0.461","0.326","0.138","0.077","38","152","83.0","18.4","2351","82.6","79.30","81","280","276","-3.3","5.57"
"848",519322,"Drew Storen","2536","33.44","0.158","0.077","0.243","0.235","0.192","0.174","0.131","31","196","80.8","16.9","2134","82.6","81.11","112","351","490","-1.5","5.55"
"257",592527,"Michael Mariot","904","28.43","0.161","0.113","0.195","0.274","0.232","0.197","0.115","10","62","84.8","25.0","2700","82.6","81.00","35","111","146","-1.6","5.49"
"198",462515,"Miguel Socolovich","728","27.20","0.186","0.023","0.242","0.209","0.210","0.172","0.137","8","43","82.8","13.8","1983","82.6","81.75","28","92","106","-0.8","5.62"
"314",518716,"Dillon Gee","4783","6.56","0.241","0.215","0.237","0.456","0.301","0.117","0.092","19","79","87.0","5.9","2040","82.6","81.16","33","152","161","-1.4","5.63"
"237",606160,"Rafael Montero","1417","16.73","0.268","0.268","0.296","0.537","0.385","0.155","0.075","11","41","80.1","26.1","2260","82.6","81.82","27","90","145","-0.8","5.72"
"118",518863,"Taylor Jordan","684","17.25","0.263","0.105","0.333","0.368","0.281","0.115","0.091","5","19","86.3","10.9","1858","82.6","83.47","21","50","68","0.9","6.33"
"455",545333,"Trevor Bauer","8552","5.32","0.309","0.181","0.360","0.489","0.350","0.063","0.035","29","94","85.3","22.4","2079","82.6","83.33","45","186","268","0.7","5.84"
"149",150302,"Jason Marquis","783","19.03","0.238","0.167","0.300","0.405","0.293","0.225","0.197","10","42","85.3","8.7","1977","82.6","82.58","25","77","72","0.0","6.06"
"303",580792,"Nick Goody","650","46.62","0.225","0.175","0.296","0.400","0.292","0.278","0.203","18","80","84.2","17.1","2020","82.5","81.46","63","160","143","-1.0","5.82"
"663",595191,"Jerad Eickhoff","3767","17.60","0.226","0.241","0.226","0.466","0.293","0.254","0.196","30","133","79.4","15.0","2100","82.5","81.71","128","320","338","-0.8","6.16"
"382",571510,"Matt Boyd","2686","14.22","0.189","0.137","0.259","0.326","0.248","0.254","0.194","18","95","81.9","11.1","2128","82.5","81.90","48","187","193","-0.6","6.03"
"290",543070,"Aaron Crow","934","31.05","0.195","0.117","0.259","0.312","0.252","0.051","0.000","15","77","null","null","null","82.5","null","45","139","151","null","null"
"206",606965,"Chris Devenski","1577","13.06","0.079","0.000","0.158","0.079","0.071","0.085","0.085","3","38","74.8","18.4","2366","82.4","80.94","49","94","112","-1.5","5.32"
"342",460156,"Brandon Gomes","1491","22.94","0.236","0.180","0.246","0.416","0.295","0.252","0.186","21","89","85.9","16.2","1854","82.4","82.04","50","177","162","-0.4","6.14"
"369",456027,"Ross Ohlendorf","1525","24.20","0.122","0.110","0.267","0.232","0.159","0.182","0.159","10","82","79.9","14.5","1766","82.4","80.37","70","148","221","-2.0","5.13"
"111",453222,"Scott Carroll","2759","4.02","0.300","0.067","0.409","0.367","0.293","0.123","0.113","9","30","80.6","8.1","1604","82.4","80.97","19","52","59","-1.4","5.37"
"144",518420,"Dylan Axelrod","546","26.37","0.235","0.353","0.278","0.588","0.360","0.104","0.054","8","34","90.8","16.4","2218","82.3","79.66","28","69","74","-2.6","5.50"
"340",553878,"Felipe Rivero","2055","16.55","0.144","0.022","0.241","0.167","0.154","0.231","0.208","13","90","81.4","10.3","2631","82.3","80.73","59","155","181","-1.6","5.39"
"345",605397,"Joe Musgrove","980","35.20","0.213","0.138","0.293","0.351","0.271","0.231","0.188","20","94","81.6","11.1","2474","82.3","81.32","55","161","182","-1.0","5.82"
"466",605177,"Andrew Chafin","1785","26.11","0.150","0.098","0.250","0.248","0.180","0.200","0.175","20","133","85.3","6.3","2008","82.3","82.13","109","250","212","-0.2","6.25"
"157",611093,"Silvino Bracho","678","23.16","0.311","0.222","0.316","0.533","0.352","0.308","0.262","14","45","85.8","23.4","2112","82.3","81.53","25","87","70","-0.8","5.65"
"257",595307,"Seth Maness","2558","10.05","0.286","0.071","0.333","0.357","0.269","0.168","0.154","16","56","81.9","2.0","1898","82.2","79.98","39","112","143","-2.2","5.17"
"274",460701,"James Russell","1598","17.15","0.269","0.164","0.314","0.433","0.309","0.114","0.084","18","67","87.3","14.8","2084","82.2","82.06","36","135","138","-0.1","5.52"
"952",474463,"Brett Anderson","3589","26.53","0.235","0.105","0.321","0.341","0.261","0.176","0.145","76","323","85.8","-2.6","2282","82.2","81.06","140","536","412","-1.1","5.25"
"329",544993,"Steve Geltz","1728","19.04","0.300","0.275","0.273","0.575","0.378","0.317","0.255","12","40","84.2","25.0","1970","82.2","80.56","26","116","213","-1.6","5.03"
"885",276351,"Jason Grilli","2600","34.04","0.186","0.115","0.273","0.301","0.241","0.153","0.102","34","183","78.9","17.6","2473","82.1","80.43","140","364","514","-1.7","5.58"
"818",518603,"Justin DeFratus","2276","35.94","0.245","0.085","0.338","0.330","0.268","0.172","0.134","46","188","87.3","6.8","1871","82.1","81.73","140","410","403","-0.4","6.20"
"142",571786,"Mario Hollands","772","18.39","0.148","0.185","0.231","0.333","0.234","0.048","0.000","4","27","null","null","null","82.1","null","28","46","93","null","null"
"779",533167,"Matt Shoemaker","6666","11.69","0.270","0.204","0.291","0.474","0.336","0.204","0.151","53","196","83.3","12.9","1821","82.1","81.46","127","395","381","-0.6","5.93"
"652",425626,"Chris Capuano","2823","23.10","0.295","0.209","0.356","0.504","0.368","0.179","0.113","38","129","86.1","12.7","2278","82.0","81.42","79","264","382","-0.6","5.83"
"764",488786,"Louis Coleman","1544","49.48","0.272","0.166","0.333","0.438","0.329","0.221","0.167","46","169","81.3","16.4","2186","82.0","82.18","125","353","402","0.2","6.41"
"756",468504,"Jhoulys Chacin","3842","19.68","0.134","0.051","0.233","0.185","0.153","0.144","0.125","29","216","80.4","19.8","2208","82.0","81.00","160","394","358","-1.0","5.40"
"853",628317,"Kenta Maeda","2930","29.11","0.171","0.096","0.233","0.267","0.227","0.233","0.173","43","251","79.2","18.3","2380","82.0","81.20","188","494","352","-0.8","5.88"
"176",489189,"Josh Outman","510","34.51","0.237","0.237","0.304","0.474","0.319","0.035","0.000","9","38","null","null","null","82.0","null","39","91","85","null","null"
"199",571666,"Mike Fiers","6936","2.87","0.217","0.083","0.255","0.300","0.247","0.275","0.236","13","60","85.9","13.5","2289","81.9","81.36","15","88","111","-0.5","5.86"
"1206",502381,"Luke Gregerson","2725","44.26","0.174","0.135","0.270","0.308","0.215","0.108","0.078","58","334","81.2","12.5","2368","81.9","80.67","306","645","554","-1.2","5.37"
"1911",445060,"Ricky Nolasco","6433","29.71","0.270","0.150","0.356","0.420","0.307","0.155","0.125","117","433","81.7","12.6","2070","81.9","79.87","313","894","1010","-2.0","5.16"
"411",435044,"Scott Baker","1378","29.83","0.200","0.217","0.190","0.417","0.262","0.036","0.023","23","115","87.7","13.0","2043","81.9","80.63","61","227","184","-1.3","5.60"
"1137",519293,"Will Smith","2841","40.02","0.153","0.084","0.345","0.236","0.209","0.135","0.076","42","275","80.1","11.4","2017","81.9","80.40","314","551","579","-1.5","5.54"
"797",431148,"Scott Kazmir","8316","9.58","0.218","0.073","0.288","0.290","0.238","0.149","0.109","42","193","82.5","10.6","1944","81.9","80.21","124","379","414","-1.7","5.49"
"267",488674,"Burke Badenhop","2112","12.64","0.167","0.033","0.213","0.200","0.176","0.107","0.080","10","60","85.7","17.9","1921","81.9","80.98","26","109","158","-0.9","5.54"
"306",136600,"Bruce Chen","991","30.88","0.432","0.203","0.500","0.635","0.474","0.106","0.038","32","74","80.8","-3.7","2229","81.8","80.15","28","157","149","-1.6","4.98"
"452",488846,"Brian Duensing","1861","24.29","0.252","0.168","0.329","0.420","0.323","0.154","0.084","30","119","86.6","22.1","2038","81.8","80.20","75","216","232","-1.6","5.60"
"298",493159,"Tsuyoshi Wada","1680","17.74","0.217","0.101","0.275","0.319","0.251","0.064","0.030","15","69","79.4","4.8","1994","81.8","81.40","26","139","155","-0.4","5.60"
"373",518703,"Charlie Furbush","973","38.34","0.179","0.071","0.277","0.250","0.226","0.102","0.048","15","84","75.2","4.0","2410","81.7","80.93","68","162","206","-0.8","6.58"
"1486",547874,"Hisashi Iwakuma","7395","20.09","0.276","0.217","0.277","0.494","0.338","0.243","0.191","89","322","84.0","17.6","2167","81.7","81.32","151","659","818","-0.4","6.02"
"124",430911,"David Aardsma","492","25.20","0.000","0.000","0.000","0.000","0.026","0.129","0.099","0","25","80.2","8.2","1944","81.6","79.96","29","62","60","-1.6","5.36"
"836",502190,"Mike Leake","8632","9.68","0.142","0.110","0.239","0.252","0.202","0.137","0.087","36","254","81.5","12.7","2380","81.6","79.29","191","425","407","-2.3","4.75"
"647",502706,"Derek Holland","3309","19.55","0.176","0.155","0.282","0.331","0.235","0.191","0.141","26","148","86.1","18.6","2018","81.6","79.54","131","329","313","-2.1","5.62"
"2157",527054,"Julio Teheran","9520","22.66","0.196","0.140","0.269","0.336","0.249","0.175","0.130","124","634","84.0","15.7","1983","81.6","81.02","474","1180","966","-0.6","6.01"
"759",543766,"Bryan Shaw","3449","22.01","0.201","0.196","0.237","0.397","0.264","0.175","0.134","42","209","80.6","21.8","2703","81.5","79.59","143","419","338","-1.9","5.13"
"287",457744,"Aaron Thompson","606","47.36","0.213","0.100","0.246","0.313","0.249","0.256","0.197","17","80","84.0","18.5","1923","81.5","80.11","54","157","130","-1.4","5.46"
"1100",421685,"Aaron Harang","6238","17.63","0.225","0.163","0.276","0.389","0.275","0.141","0.097","69","306","86.0","12.2","2004","81.5","81.03","202","606","488","-0.5","5.97"
"689",544928,"Tyler Lyons","2172","31.72","0.128","0.077","0.223","0.205","0.181","0.174","0.121","25","195","78.1","18.2","2237","81.4","79.54","109","299","386","-1.9","5.33"
"324",571561,"Tony Cingrani","2873","11.28","0.215","0.185","0.316","0.400","0.308","0.229","0.146","14","65","85.8","6.0","1988","81.4","82.09","47","117","204","0.7","6.34"
"101",534910,"Jesse Hahn","3423","2.95","0.353","0.059","0.500","0.412","0.338","0.112","0.119","6","17","76.6","0.6","2377","81.4","81.04","10","45","56","-0.4","5.90"
"355",445170,"Todd Redmond","1484","23.92","0.296","0.102","0.350","0.398","0.300","0.058","0.043","29","98","92.6","20.7","1984","81.4","82.02","38","174","181","0.6","5.85"
"1035",571578,"Patrick Corbin","3793","27.29","0.167","0.105","0.309","0.273","0.218","0.211","0.152","46","275","84.6","7.6","2115","81.3","81.06","242","517","513","-0.2","6.16"
"257",425532,"Jerome Williams","4101","6.27","0.221","0.091","0.333","0.312","0.231","0.083","0.081","17","77","84.1","5.0","2051","81.2","78.26","40","128","129","-2.9","5.40"
"239",493137,"Daisuke Matsuzaka","1446","16.53","0.225","0.211","0.333","0.437","0.321","0.071","0.000","16","71","null","null","null","81.2","null","29","101","137","null","null"
"141",664641,"Ariel Miranda","908","15.53","0.153","0.051","0.222","0.203","0.165","0.203","0.181","9","59","81.0","14.7","1185","81.2","79.12","20","81","60","-2.1","5.18"
"322",464416,"Yohan Pino","1291","24.94","0.196","0.103","0.239","0.299","0.219","0.068","0.050","19","97","87.6","18.8","2148","81.2","82.21","40","155","165","1.0","5.82"
"102",547007,"Rob Whalen","451","22.62","0.238","0.095","0.333","0.333","0.292","0.277","0.214","5","21","81.6","12.1","2548","81.2","80.63","13","35","65","-0.6","5.81"
"255",547749,"Junichi Tazawa","2780","9.17","0.143","0.100","0.205","0.243","0.184","0.170","0.128","10","70","80.4","10.8","2704","81.1","78.89","39","117","136","-2.2","5.12"
"670",445590,"Eric Stults","3587","18.68","0.246","0.112","0.268","0.358","0.273","0.091","0.060","44","179","86.5","14.0","1832","81.1","80.22","44","329","337","-0.9","5.10"
"107",275933,"Scott Downs","693","15.44","0.222","0.111","0.267","0.333","0.285","0.070","0.000","4","18","null","null","null","81.1","null","19","53","54","null","null"
"161",621408,"Matt Marksberry","481","33.47","0.190","0.143","0.250","0.333","0.273","0.309","0.215","8","42","88.8","12.1","1891","81.0","79.92","23","62","96","-1.1","5.75"
"775",448609,"Tony Sipp","2451","31.62","0.205","0.159","0.260","0.364","0.265","0.191","0.140","40","195","83.4","9.4","1693","81.0","79.44","136","373","399","-1.6","5.84"
"951",573109,"A.J. Ramos","3301","28.81","0.179","0.043","0.327","0.222","0.211","0.181","0.133","37","207","83.5","13.1","2599","81.0","79.58","168","386","563","-1.4","5.37"
"558",573046,"Mike Morin","2320","24.05","0.280","0.090","0.329","0.370","0.289","0.174","0.151","28","100","80.9","5.5","1970","81.0","81.00","94","249","302","0.0","6.17"
"118",462945,"Cesar Jimenez","632","18.67","0.091","0.136","0.050","0.227","0.172","0.238","0.166","2","22","89.7","7.6","1662","81.0","80.22","18","61","57","-0.8","6.23"
"179",592433,"Tyrell Jenkins","894","20.02","0.286","0.257","0.296","0.543","0.359","0.370","0.267","10","35","84.6","12.1","2116","80.8","80.39","16","77","99","-0.4","6.18"
"1469",518553,"Steve Cishek","3168","46.37","0.188","0.089","0.284","0.276","0.228","0.156","0.108","57","304","80.9","18.2","2299","80.7","80.72","201","581","882","0.0","7.11"
"2339",432934,"Chris Young","6382","36.65","0.200","0.129","0.252","0.328","0.244","0.181","0.142","118","591","83.2","18.2","2275","80.7","81.20","376","1170","1161","0.5","5.91"
"879",501925,"Joe Smith","2916","30.14","0.118","0.051","0.221","0.169","0.161","0.136","0.090","21","178","80.5","18.6","2090","80.6","80.04","102","301","572","-0.6","6.28"
